node,value,cycle,representative,partition
minecraft:chorus_flower,0,,,part-000
artifacts:charm_of_shrinking,0,,,part-597
protection_pixel:incompletetyphoon,0,,,part-598
born_in_chaos_v1:charmof_fury,0,,,part-599
realmrpg_skeletons:shroom_skeleton,0,,,part-600
born_in_chaos_v1:pumpkinstaffa,0,,,part-601
relics:solid_snowball,0,,,part-602
born_in_chaos_v1:closed_hound_trap,0,,,part-603
protection_pixel:openmaneuveringwing,0,,,part-604
protection_pixel:incompleteanchorpoint,0,,,part-605
minecraft:end_stone,0,,,part-000
protection_pixel:incompletemagneticstorm,0,,,part-607
born_in_chaos_v1:sea_terror_stomach,0,,,part-608
minecraft:dead_tube_coral_block,0,,,part-609
stonkstimecore:mcoin_100,0,,,part-610
relics:rage_glove,0,,,part-611
create:cardboard_package_10x8,0,,,part-613
minecraft:miner_pottery_sherd,0,,,part-615
relics:drowned_belt,0,,,part-616
minecraft:pitcher_plant,0,,,part-000
minecraft:ender_pearl,0,,,part-000
irons_spellbooks:cinderous_soul_rune,0,,,part-618
artifacts:superstitious_hat,0,,,part-619
createoreexcavation:raw_diamond,0,,,part-000
create:crushed_raw_lead,0,,,part-620
minecraft:gold_ore,0,,,part-000
stonkstimecore:mcoin_10,0,,,part-621
born_in_chaos_v1:spirit_guideicon,0,,,part-622
irons_spellbooks:rare_ink,0,,,part-623
irons_spellbooks:archevoker_logbook_translated,0,,,part-625
create:cardboard_package_10x12,0,,,part-627
irons_spellbooks:oakskin_elixir,0,,,part-628
born_in_chaos_v1:spawn_structures_clown_cart,0,,,part-629
relics:space_dissector,0,,,part-630
minecraft:flow_banner_pattern,0,,,part-631
minecraft:brown_mushroom,0,,,part-000
irons_spellbooks:archevoker_boots,0,,,part-000
protection_pixel:typhoonas_chestplate,0,,,part-000
minecraft:snort_pottery_sherd,0,,,part-634
realmrpg_skeletons:winter_skeleton,0,,,part-635
born_in_chaos_v1:pumpkin_spirit_icon,0,,,part-637
born_in_chaos_v1:sea_terror_eye,0,,,part-640
minecraft:honeycomb,0,,,part-000
relics:blazing_flask,0,,,part-641
born_in_chaos_v1:dark_metal_deposit,0,,,part-642
protection_pixel:heatoverlockingmechanism,0,,,part-643
minecraft:dragon_head,0,,,part-000
artifacts:villager_hat,0,,,part-645
artifacts:panic_necklace,0,,,part-647
irons_spellbooks:pyromancer_boots,0,,,part-000
minecraft:firework_star,0,,,part-649
minecraft:horn_coral_fan,0,,,part-650
protection_pixel:hammeras_helmet,0,,,part-000
minecraft:cod,0,,,part-522
crystal_chronicles:alveolus,0,,,part-653
artifacts:plastic_drinking_hat,0,,,part-654
minecraft:chicken,0,,,part-655
born_in_chaos_v1:excessflyswattericon,0,,,part-656
minecraft:dead_horn_coral_block,0,,,part-657
realmrpg_skeletons:vines_tangled_skeleton,0,,,part-658
minecraft:guster_banner_pattern,0,,,part-659
minecraft:milk_bucket,0,,,part-000
minecraft:deepslate_lapis_ore,0,,,part-000
minecraft:cobweb,0,,,part-000
born_in_chaos_v1:black_argillite_column_n,0,,,part-660
artifacts:steadfast_spikes,0,,,part-661
born_in_chaos_v1:tombstone_euthymia,0,,,part-662
irons_spellbooks:shadowwalker_chestplate,0,,,part-000
born_in_chaos_v1:smoldering_infernal_ember,0,,,part-000
born_in_chaos_v1:mesh_door,0,,,part-663
arcane_abilities:shadow_lantern,0,,,part-667
sophisticatedstorage:advanced_pump_upgrade,0,,,part-668
betterarcheology:artifact_shards,0,,,part-000
irons_spellbooks:fire_ale,0,,,part-669
paraglider:spirit_orb,0,,,part-670
minecraft:splash_potion,0,,,part-671
born_in_chaos_v1:chocolate_heart,0,,,part-000
create:honey_bucket,0,,,part-672
minecraft:sculk_shrieker,0,,,part-673
minecraft:dead_bubble_coral_block,0,,,part-674
paraglider:heart_container,0,,,part-675
irons_spellbooks:plagued_boots,0,,,part-000
minecraft:iron_horse_armor,0,,,part-000
born_in_chaos_v1:lifeturnedouttobeacomedyicon,0,,,part-676
minecraft:prismarine_crystals,0,,,part-000
realmrpg_skeletons:mushroomer_skeleton,0,,,part-677
minecraft:mycelium,0,,,part-000
realmrpg_skeletons:waterdrop_skeleton,0,,,part-678
minecraft:sheaf_pottery_sherd,0,,,part-679
born_in_chaos_v1:black_argillite_wall_n,0,,,part-680
born_in_chaos_v1:gnawed_bones,0,,,part-000
minecraft:dead_horn_coral_fan,0,,,part-681
betterarcheology:villager_fossil_head,0,,,part-362
realmrpg_skeletons:dusty_skeleton,0,,,part-682
minecraft:sculk,0,,,part-000
irons_spellbooks:cryomancer_leggings,0,,,part-000
minecraft:horn_coral,0,,,part-000
minecraft:dead_tube_coral,0,,,part-683
minecraft:flow_pottery_sherd,0,,,part-684
minecraft:bee_nest,0,,,part-685
minecraft:pufferfish_bucket,0,,,part-687
minecraft:archer_pottery_sherd,0,,,part-688
sophisticatedstorage:xp_pump_upgrade,0,,,part-689
create:brass_encased_cogwheel,0,,,part-690
minecraft:zombie_head,0,,,part-691
crystal_chronicles:crustone,0,,,part-053
minecraft:iron_ore,0,,,part-000
born_in_chaos_v1:ai,0,,,part-692
born_in_chaos_v1:mossy_black_argillite_brick_n,0,,,part-693
minecraft:pitcher_pod,0,,,part-695
born_in_chaos_v1:spider_mandible,0,,,part-000
chimes:carved_bamboo_chimes,0,,,part-696
supplementaries:bamboo_spikes_tipped,0,,,part-000
betterarcheology:sheep_fossil_body,0,,,part-130
protection_pixel:closedas_helmet,0,,,part-000
irons_spellbooks:lurker_ring,0,,,part-698
irons_spellbooks:greater_healing_potion,0,,,part-699
minecraft:hanging_roots,0,,,part-700
minecraft:experience_bottle,0,,,part-000
realmrpg_skeletons:pierced_skeleton,0,,,part-701
minecraft:fire_coral_fan,0,,,part-702
irons_spellbooks:priest_boots,0,,,part-000
minecraft:dead_brain_coral_fan,0,,,part-705
born_in_chaos_v1:birch_branches,0,,,part-706
minecraft:golden_horse_armor,0,,,part-000
realmrpg_skeletons:arrow_skeleton,0,,,part-707
minecraft:dragon_breath,0,,,part-000
irons_spellbooks:plagued_leggings,0,,,part-000
darkdoppelganger:doppelganger_ring,0,,,part-709
supplementaries:sconce_green,0,,,part-710
born_in_chaos_v1:tombstone_carrion,0,,,part-711
minecraft:glow_lichen,0,,,part-712
relics:ice_breaker,0,,,part-713
protection_pixel:hunteras_helmet,0,,,part-000
born_in_chaos_v1:krampus_horn,0,,,part-000
crystal_chronicles:hanging_veins,0,,,part-715
protection_pixel:anchorpointas_leggings,0,,,part-000
minecraft:bubble_coral,0,,,part-000
minecraft:blaze_rod,0,,,part-000
minecraft:sea_pickle,0,,,part-000
minecraft:cocoa_beans,0,,,part-000
minecraft:deepslate_iron_ore,0,,,part-000
realmrpg_skeletons:fungus_gatherer_skeleton,0,,,part-718
irons_spellbooks:netherward_tincture,0,,,part-719
realmrpg_skeletons:stalactite_skeleton,0,,,part-724
protection_pixel:incompletebuoyancy,0,,,part-727
minecraft:diamond_horse_armor,0,,,part-000
minecraft:salmon,0,,,part-728
minecraft:guster_pottery_sherd,0,,,part-729
born_in_chaos_v1:infected_deepslate_diamond_ore,0,,,part-730
minecraft:brain_coral_block,0,,,part-733
paraglider:anti_vessel,0,,,part-735
minecraft:sculk_catalyst,0,,,part-000
protection_pixel:bloodprisoneras_helmet,0,,,part-000
protection_pixel:buoyancyas_leggings,0,,,part-000
born_in_chaos_v1:monstrous_easter_egg,0,,,part-738
protection_pixel:foldedsteamectoskeleton,0,,,part-739
irons_spellbooks:mithril_ore,0,,,part-741
minecraft:ominous_bottle,0,,,part-742
irons_spellbooks:pyrium_ingot,0,,,part-000
stonkstimecore:mcoin_10000,0,,,part-743
born_in_chaos_v1:diamond_termite_shard,0,,,part-000
minecraft:suspicious_gravel,0,,,part-744
crystal_chronicles:artree_capillary,0,,,part-746
create:crushed_raw_aluminum,0,,,part-747
minecraft:melon_slice,0,,,part-000
born_in_chaos_v1:coffee_candy,0,,,part-000
realmrpg_skeletons:lucky_skeleton,0,,,part-749
artifacts:obsidian_skull,0,,,part-751
born_in_chaos_v1:infected_diamond_ore,0,,,part-752
protection_pixel:slingshotas_leggings,0,,,part-000
betterarcheology:creeper_fossil_body,0,,,part-047
realmrpg_skeletons:snow_skeleton,0,,,part-753
darkdoppelganger:elder_necklace,0,,,part-754
minecraft:tadpole_bucket,0,,,part-755
born_in_chaos_v1:bloody_gadfly_eye,0,,,part-756
artifacts:thorn_pendant,0,,,part-757
born_in_chaos_v1:pumpkinhead_icon,0,,,part-760
irons_spellbooks:claymore,0,,,part-761
irons_spellbooks:shadowwalker_helmet,0,,,part-000
crystal_chronicles:veins,0,,,part-764
minecraft:written_book,0,,,part-766
born_in_chaos_v1:spawn_structure_mound_hounds,0,,,part-768
betterarcheology:wolf_fossil_head,0,,,part-080
arcane_abilities:fate_beacon,0,,,part-770
create:cardboard_package_12x12,0,,,part-771
create:cardboard_package_12x10,0,,,part-772
minecraft:bubble_coral_fan,0,,,part-773
artifacts:digging_claws,0,,,part-775
born_in_chaos_v1:rotten_fish,0,,,part-592
minecraft:bundle,0,,,part-776
minecraft:lily_pad,0,,,part-778
irons_spellbooks:ancient_knowledge_fragment,0,,,part-000
betterarcheology:loot_vase,0,,,part-780
minecraft:pointed_dripstone,0,,,part-000
minecraft:netherrack,0,,,part-000
artifacts:novelty_drinking_hat,0,,,part-781
protection_pixel:incompletebloodprisoner,0,,,part-782
artifacts:universal_attractor,0,,,part-786
arcane_abilities:icy_crystal,0,,,part-787
born_in_chaos_v1:tombstone_orion,0,,,part-789
born_in_chaos_v1:tombstone_nino_4416,0,,,part-791
create:crushed_raw_silver,0,,,part-792
minecraft:piglin_head,0,,,part-793
minecraft:cactus,0,,,part-000
artifacts:aqua_dashers,0,,,part-794
born_in_chaos_v1:supreme_measure,0,,,part-000
minecraft:turtle_egg,0,,,part-796
artifacts:golden_hook,0,,,part-798
irons_spellbooks:cinder_essence,0,,,part-000
minecraft:disc_fragment_5,0,,,part-353
irons_spellbooks:lightning_bottle,0,,,part-000
minecraft:rabbit_foot,0,,,part-799
fdbosses:chesed_trophy,0,,,part-800
born_in_chaos_v1:puddleof_stimulation,0,,,part-802
irons_spellbooks:epic_ink,0,,,part-803
irons_spellbooks:greater_evasion_elixir,0,,,part-804
betterarcheology:soul_totem,0,,,part-810
relics:phantom_boot,0,,,part-811
evenmoreinstruments:record_sad_violin,0,,,part-812
irons_spellbooks:scroll,0,,,part-813
minecraft:beetroot_seeds,0,,,part-814
minecraft:twisting_vines,0,,,part-815
artifacts:snowshoes,0,,,part-816
irons_spellbooks:tarnished_helmet,0,,,part-817
irons_spellbooks:divine_soulshard,0,,,part-000
realmrpg_skeletons:hunted_skeleton,0,,,part-818
irons_spellbooks:cultist_boots,0,,,part-000
minecraft:water,0,,,part-000
create:potion,0,,,part-000
minecraft:milk,0,,,part-000
#supplementaries:trapped_present,0,,,part-1008
#log,0,,,part-000
#create:rare_package,0,,,part-1009
#leaves,0,,,part-000
#saplings,0,,,part-000
#flowers,0,,,part-000
#tall_flowers,0,,,part-000
cycle-153,0,"{'minecraft:raw_copper_block', 'minecraft:raw_copper'}",,part-000
cycle-173,0,"{'create:cut_veridium_brick_slab', 'create:small_veridium_brick_slab', 'create:polished_cut_veridium_stairs', 'create:cut_veridium_slab', 'create:layered_veridium', 'create:cut_veridium_bricks', 'create:small_veridium_bricks', 'create:veridium_pillar', 'create:small_veridium_brick_stairs', 'create:polished_cut_veridium_wall', 'create:veridium', 'create:cut_veridium', 'create:polished_cut_veridium', 'create:cut_veridium_wall', 'create:small_veridium_brick_wall', 'create:cut_veridium_brick_wall', 'create:cut_veridium_stairs', 'create:polished_cut_veridium_slab', 'create:cut_veridium_brick_stairs'}",,part-000
cycle-174,0,"{'create:polished_cut_ochrum_slab', 'create:cut_ochrum_brick_wall', 'create:ochrum_pillar', 'create:small_ochrum_brick_stairs', 'create:ochrum', 'create:cut_ochrum_wall', 'create:layered_ochrum', 'create:polished_cut_ochrum_wall', 'create:cut_ochrum_slab', 'create:polished_cut_ochrum_stairs', 'create:small_ochrum_brick_wall', 'create:polished_cut_ochrum', 'create:cut_ochrum_bricks', 'create:small_ochrum_bricks', 'create:cut_ochrum', 'create:cut_ochrum_stairs', 'create:cut_ochrum_brick_stairs', 'create:small_ochrum_brick_slab', 'create:cut_ochrum_brick_slab'}",,part-000
cycle-179,0,"{'create:cut_crimsite_brick_slab', 'create:crimsite', 'create:cut_crimsite', 'create:crimsite_pillar', 'create:cut_crimsite_brick_stairs', 'create:small_crimsite_brick_stairs', 'create:cut_crimsite_slab', 'create:cut_crimsite_brick_wall', 'create:cut_crimsite_wall', 'create:small_crimsite_bricks', 'create:layered_crimsite', 'create:polished_cut_crimsite_wall', 'create:polished_cut_crimsite_slab', 'create:cut_crimsite_stairs', 'create:small_crimsite_brick_slab', 'create:polished_cut_crimsite', 'create:small_crimsite_brick_wall', 'create:cut_crimsite_bricks', 'create:polished_cut_crimsite_stairs'}",,part-000
cycle-183,0,"{'create:small_tuff_brick_slab', 'create:cut_tuff_brick_stairs', 'create:cut_tuff_stairs', 'create:cut_tuff_wall', 'create:layered_tuff', 'create:cut_tuff', 'create:cut_tuff_slab', 'create:polished_cut_tuff', 'create:small_tuff_brick_stairs', 'create:small_tuff_brick_wall', 'create:polished_cut_tuff_slab', 'create:polished_cut_tuff_stairs', 'create:cut_tuff_brick_wall', 'create:small_tuff_bricks', 'create:polished_cut_tuff_wall', 'create:tuff_pillar', 'minecraft:tuff', 'create:cut_tuff_bricks', 'create:cut_tuff_brick_slab'}",,part-000
cycle-185,0,"{'create:cut_asurine_brick_slab', 'create:cut_asurine', 'create:cut_asurine_bricks', 'create:small_asurine_brick_slab', 'create:cut_asurine_brick_stairs', 'create:cut_asurine_slab', 'create:polished_cut_asurine_wall', 'create:small_asurine_brick_wall', 'create:polished_cut_asurine_slab', 'create:small_asurine_bricks', 'create:polished_cut_asurine', 'create:asurine_pillar', 'create:small_asurine_brick_stairs', 'create:cut_asurine_brick_wall', 'create:cut_asurine_wall', 'create:asurine', 'create:cut_asurine_stairs', 'create:polished_cut_asurine_stairs', 'create:layered_asurine'}",,part-000
cycle-189,0,"{'create:cut_limestone_bricks', 'create:cut_limestone_brick_slab', 'create:small_limestone_brick_stairs', 'create:limestone', 'create:cut_limestone_stairs', 'create:polished_cut_limestone_slab', 'create:small_limestone_brick_slab', 'create:polished_cut_limestone_wall', 'create:cut_limestone', 'create:polished_cut_limestone_stairs', 'create:limestone_pillar', 'create:cut_limestone_brick_stairs', 'create:cut_limestone_slab', 'create:polished_cut_limestone', 'create:layered_limestone', 'create:small_limestone_brick_wall', 'create:small_limestone_bricks', 'create:cut_limestone_brick_wall', 'create:cut_limestone_wall'}",,part-1010
cycle-195,0,"{'minecraft:rotten_flesh', 'crystal_chronicles:rotten_flesh_block'}",,part-000
cycle-196,0,"{'create:cut_calcite_brick_stairs', 'create:layered_calcite', 'create:small_calcite_brick_stairs', 'create:cut_calcite_slab', 'create:polished_cut_calcite_slab', 'create:calcite_pillar', 'create:cut_calcite_wall', 'create:cut_calcite_brick_wall', 'create:cut_calcite_stairs', 'create:cut_calcite', 'create:polished_cut_calcite', 'create:small_calcite_brick_wall', 'minecraft:calcite', 'create:small_calcite_bricks', 'create:cut_calcite_brick_slab', 'create:polished_cut_calcite_stairs', 'create:cut_calcite_bricks', 'create:polished_cut_calcite_wall', 'create:small_calcite_brick_slab'}",,part-000
cycle-201,0,"{'minecraft:raw_iron', 'minecraft:raw_iron_block'}",,part-000
cycle-210,0,"{'supplementaries:flax', 'supplementaries:flax_block'}",,part-000
cycle-214,0,"{'born_in_chaos_v1:pileof_dark_metal', 'born_in_chaos_v1:pieceofdarkmetal'}",,part-000
cycle-223,0,"{'minecraft:nether_wart_block', 'minecraft:nether_wart'}",,part-000
cycle-226,0,"{'create:experience_block', 'create:experience_nugget'}",,part-1011
cycle-228,0,"{'born_in_chaos_v1:shattered_skull', 'born_in_chaos_v1:pile_of_skulls'}",,part-000
cycle-229,0,"{'minecraft:feather', 'supplementaries:feather_block'}",,part-000
cycle-231,0,"{'minecraft:raw_gold', 'minecraft:raw_gold_block'}",,part-000
cycle-232,0,"{'minecraft:hay_block', 'minecraft:wheat'}",,part-000
cycle-233,0,"{'create:raw_zinc', 'create:raw_zinc_block'}",,part-000
